Holiday,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,PeriodOfDay,ForecastWindProduction,SystemLoadEA,SMPEA,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2
11,0,5,32,11,8,2012,43,460.1,3556.63,48.33,16.0,20.4,412.94,444.0,3379.65
11,0,0,47,21,11,2011,16,96.37,4589.73,59.02,10.0,7.4,518.79,153.0,4489.12
11,0,6,47,27,11,2011,34,256.4,5060.47,139.94,8.0,13.0,516.41,332.0,4784.72
11,0,3,30,26,7,2012,36,167.8,4577.98,70.33,18.0,11.1,594.22,199.0,4238.49
11,0,3,24,13,6,2013,42,313.54,3955.24,53.16,12.0,18.5,446.58,287.0,3751.31
11,0,0,48,25,11,2013,1,5.51,3399.84,62.83,6.0,9.3,541.69,9.0,3282.95
11,0,0,14,2,4,2012,28,34.41,4454.31,56.37,9.0,11.1,575.56,46.0,4633.18
11,0,5,14,6,4,2013,8,65.96,3035.08,46.72,0.0,9.3,616.63,69.0,3144.38
11,0,5,49,8,12,2012,9,136.77,3147.11,48.07,3.0,7.4,692.26,174.0,3062.55
11,0,2,11,13,3,2013,4,427.5,3412.65,42.72,3.0,16.7,566.03,324.0,3271.92
11,0,2,44,2,11,2011,12,1289.6,3118.35,29.96,12.0,51.9,413.33,760.0,2658.52
11,0,1,7,14,2,2012,26,1012.01,5146.15,47.1,9.0,29.6,476.96,984.0,4683.49
11,0,6,33,19,8,2012,37,349.85,3652.09,63.95,15.0,22.2,373.0,537.0,3437.46
11,0,4,51,23,12,2011,13,774.5,3669.59,40.97,7.0,31.5,487.51,652.0,3073.71
11,0,2,39,26,9,2012,26,1077.6,4696.2,74.73,14.0,38.9,340.31,1213.0,3721.53
11,0,1,8,21,2,2012,22,1029.12,5035.38,52.07,10.0,27.8,484.15,1017.0,4619.87
11,0,4,41,12,10,2012,5,255.4,2911.2,38.34,6.0,14.8,451.78,231.0,2735.32
11,0,3,1,5,1,2012,1,1323.96,3996.22,43.11,10.0,46.3,340.24,1235.0,3419.76
11,0,3,37,13,9,2012,31,1113.6,4385.01,67.65,17.0,24.1,409.82,1126.0,4043.11
11,0,4,27,6,7,2012,28,110.92,4364.89,52.63,17.0,16.7,526.21,270.0,4279.09
11,0,0,15,8,4,2013,27,1329.45,4701.73,95.12,6.0,46.3,390.59,1334.0,4303.62
11,0,2,30,24,7,2013,26,577.82,4637.5,73.36,17.0,25.9,389.01,863.0,4215.28
11,0,5,12,23,3,2013,26,1294.44,4621.8,95.0,6.0,37.0,398.71,1201.0,4367.78
11,0,4,30,26,7,2013,19,127.7,4541.04,64.1,17.0,9.3,479.96,32.0,4349.24
11,0,5,40,5,10,2013,35,585.9,4050.38,54.31,15.0,20.4,368.66,671.0,3860.48
11,0,6,33,18,8,2013,33,435.9,3637.65,60.37,16.0,25.9,371.51,538.0,3351.68
11,0,2,18,1,5,2013,0,259.99,3294.15,28.99,7.0,13.0,550.1,258.0,2914.23
11,0,4,10,9,3,2012,44,559.3,4369.2,47.33,8.0,13.0,442.01,439.0,4074.02
11,0,0,28,8,7,2013,33,94.4,4380.37,84.46,23.0,14.8,502.69,32.0,4356.66
11,0,6,16,22,4,2012,42,101.1,4259.61,77.32,6.0,13.0,577.55,53.0,4118.81
11,0,4,46,16,11,2012,35,150.3,5737.99,176.07,7.0,5.6,508.32,58.0,5543.5
11,0,6,49,8,12,2013,32,1200.88,4556.82,70.38,10.0,22.2,387.04,1188.0,4115.96
11,0,4,29,20,7,2012,14,39.69,3158.53,44.02,9.0,14.8,717.8,57.0,3155.31
11,0,3,50,15,12,2011,46,318.3,4723.6,45.82,2.0,11.1,560.2,137.0,4666.81
11,0,4,19,11,5,2012,2,379.34,3188.49,49.81,7.0,16.7,423.1,593.0,2957.53
11,0,5,48,1,12,2012,44,39.51,4369.98,54.14,4.0,9.3,604.0,25.0,4133.49
11,0,5,16,20,4,2013,7,254.62,3012.63,43.87,4.0,5.6,567.13,219.0,2727.52
11,0,3,9,28,2,2013,43,336.0,4993.99,52.39,3.0,16.7,457.85,369.0,4694.76
11,0,0,50,10,12,2012,36,257.43,6149.65,81.36,5.0,18.5,483.13,450.0,5916.3
11,0,0,35,26,8,2013,35,73.3,4548.08,81.63,16.0,13.0,465.68,26.0,4542.58
11,0,5,41,12,10,2013,30,283.0,3798.95,64.14,12.0,16.7,390.62,253.0,3851.85
11,0,0,13,25,3,2013,3,1031.0,3284.49,76.75,2.0,24.1,540.66,762.0,3069.05
11,0,6,3,22,1,2012,31,477.49,4405.08,55.5,9.0,24.1,506.28,632.0,3945.99
11,0,1,10,6,3,2012,5,330.27,3018.25,42.13,4.0,7.4,478.05,488.0,2910.66
11,0,4,17,26,4,2013,31,1345.17,4418.4,70.7,8.0,38.9,433.26,1104.0,3973.89
11,0,5,22,2,6,2012,19,283.0,3896.69,65.39,13.0,22.2,505.57,188.0,3707.22
11,0,5,19,12,5,2012,0,168.8,3474.38,46.75,6.0,18.5,464.67,234.0,3363.92
11,0,0,2,7,1,2013,38,770.24,5472.14,109.44,10.0,25.9,459.89,841.0,5069.63
11,0,3,18,2,5,2013,47,576.98,3344.02,39.63,9.0,16.7,390.38,559.0,3215.87
11,0,3,24,13,6,2013,23,575.52,4515.1,59.69,13.0,29.6,426.68,603.0,4231.26
11,0,3,26,27,6,2013,24,300.96,4466.34,63.16,19.0,14.8,466.39,408.0,4372.35
11,0,5,19,12,5,2012,44,227.62,3805.61,72.74,10.0,16.7,424.81,273.0,3609.52
11,0,1,30,23,7,2013,21,228.9,4456.96,77.23,17.0,13.0,479.0,134.0,4424.12
11,0,3,47,21,11,2013,43,327.59,4704.9,76.03,2.0,22.2,472.23,330.0,4641.47
11,0,1,19,8,5,2012,30,331.4,4597.53,76.02,11.0,20.4,484.3,230.0,4489.32
11,0,0,47,18,11,2013,19,438.99,4857.94,61.96,6.0,13.0,420.18,458.0,4555.41
11,0,0,46,14,11,2011,34,576.9,5691.14,75.49,12.0,22.2,452.48,849.0,5472.29
11,0,6,50,18,12,2011,1,395.04,4198.15,45.72,2.0,13.0,525.04,423.0,3788.24
11,0,2,9,29,2,2012,34,639.22,5302.7,67.03,9.0,20.4,487.44,653.0,4912.28
11,0,3,19,10,5,2012,39,327.74,4381.13,63.21,10.0,20.4,460.63,391.0,4472.18
11,0,1,11,13,3,2012,18,123.3,4774.66,192.5,7.0,9.3,562.04,11.0,4798.73
11,0,1,6,7,2,2012,39,480.25,5746.94,84.5,7.0,13.0,485.01,840.0,5154.0
11,0,2,46,16,11,2011,2,573.6,3442.01,42.99,11.0,22.2,485.84,712.0,2960.48
11,0,0,50,12,12,2011,6,938.51,3124.49,28.15,3.0,27.8,415.86,812.0,2960.99
11,0,3,44,3,11,2011,34,383.5,5688.3,64.88,12.0,18.5,523.46,473.0,5244.98
11,0,5,33,18,8,2012,36,469.19,3924.15,61.38,16.0,16.7,419.32,498.0,3654.99
11,0,1,39,25,9,2012,17,799.3,4406.59,88.64,8.0,16.7,485.11,829.0,4084.82
11,0,1,43,23,10,2012,1,45.48,3312.74,43.42,11.0,11.1,658.63,73.0,3074.9
11,0,1,25,19,6,2012,20,92.3,4477.55,74.89,12.0,13.0,555.03,46.0,4383.82
11,0,2,14,4,4,2012,43,742.76,4637.83,97.48,5.0,31.5,511.35,665.0,4475.92
11,0,6,11,18,3,2012,34,233.12,4113.29,60.86,10.0,22.2,585.45,272.0,3627.23
11,0,1,24,11,6,2013,45,174.8,3811.43,45.23,13.0,18.5,506.35,237.0,3618.01
11,0,1,39,25,9,2012,28,970.3,4424.79,85.69,10.0,18.5,491.22,720.0,4277.49
11,0,3,43,25,10,2012,27,621.93,4672.62,67.82,14.0,25.9,495.0,660.0,4357.53
11,0,1,39,24,9,2013,3,612.0,2793.93,47.19,14.0,20.4,483.19,602.0,2605.09
11,0,0,16,16,4,2012,30,941.25,4589.78,79.43,7.0,25.9,476.6,1003.0,4387.01
11,0,2,35,29,8,2012,31,573.3,4529.75,54.89,17.0,33.3,351.82,678.0,4374.32
11,0,5,4,28,1,2012,5,83.1,3206.91,41.53,3.0,14.8,565.57,94.0,3419.33
11,0,3,47,24,11,2011,24,1462.57,5076.4,60.72,11.0,40.7,421.8,1418.0,4516.75
11,0,1,33,14,8,2012,2,155.1,2746.75,44.13,15.0,13.0,379.52,211.0,2682.25
11,0,0,33,13,8,2012,19,664.3,3571.28,50.15,16.0,13.0,421.5,382.0,4064.39
11,0,0,7,13,2,2012,29,1084.8,5018.64,64.14,9.0,38.9,460.05,988.0,4706.72
11,0,6,38,23,9,2012,5,245.66,2617.99,41.52,11.0,11.1,463.2,337.0,2402.16
11,0,5,47,24,11,2012,25,113.4,4572.83,74.94,4.0,16.7,580.17,134.0,4613.26
11,0,6,27,7,7,2013,37,82.3,3537.1,56.7,20.0,14.8,566.87,31.0,3560.97
2,1,5,51,24,12,2011,12,1132.5,3081.82,25.53,6.0,22.2,346.77,893.0,2425.97
11,0,0,45,5,11,2012,19,241.9,4797.73,67.9,3.0,31.5,544.06,280.0,4738.89
11,0,5,17,28,4,2012,6,483.84,2825.71,43.9,3.0,22.2,428.59,534.0,2742.01
11,0,5,17,27,4,2013,29,239.35,3987.11,62.31,11.0,24.1,527.66,210.0,3652.72
11,0,0,3,16,1,2012,19,629.7,4988.41,48.13,7.0,25.9,465.17,581.0,4865.53
11,0,6,51,22,12,2013,40,1157.02,4826.64,69.14,2.0,14.8,369.99,1053.0,4448.9
11,0,3,1,5,1,2012,35,968.0,6157.69,136.12,8.0,24.1,404.99,952.0,5711.2
11,0,2,35,29,8,2012,8,837.6,2625.66,39.57,13.0,24.1,376.59,743.0,2341.75
11,0,6,45,11,11,2012,11,284.43,2859.4,39.44,5.0,7.4,633.91,283.0,2637.23
11,0,2,46,13,11,2013,45,1504.9,4097.37,49.43,8.0,27.8,316.16,1288.0,3703.47
11,0,5,3,19,1,2013,29,472.1,4524.53,61.53,4.0,9.3,505.4,169.0,4591.89
11,0,4,21,24,5,2013,38,258.02,4098.9,83.96,12.0,27.8,433.01,245.0,4056.0
11,0,6,16,21,4,2013,15,829.7,2845.58,56.58,7.0,20.4,571.97,359.0,2484.24
5,1,4,13,29,3,2013,41,933.3,5122.22,180.61,3.0,20.4,473.39,630.0,4583.85
11,0,2,8,22,2,2012,23,1356.83,5030.28,45.81,12.0,35.2,429.94,1288.0,4567.52
11,0,5,44,2,11,2013,14,1249.39,3053.47,41.16,9.0,40.7,357.61,1298.0,2679.24
11,0,4,21,25,5,2012,28,468.49,4428.85,43.28,21.0,27.8,529.36,457.0,4121.62
11,0,4,41,11,10,2013,27,264.9,4466.3,75.48,12.0,18.5,352.47,387.0,4261.75
11,0,5,1,7,1,2012,13,649.6,3269.09,38.78,7.0,25.9,433.64,785.0,2816.65
11,0,1,39,25,9,2012,11,664.6,2806.15,39.51,8.0,16.7,491.17,638.0,2442.4
11,0,2,16,18,4,2012,1,677.3,3285.72,78.91,7.0,40.7,480.74,683.0,3215.88
11,0,5,42,19,10,2013,12,511.3,2778.96,39.84,14.0,22.2,464.6,428.0,2667.22
11,0,3,34,23,8,2012,26,378.5,4571.09,71.58,15.0,14.8,504.2,289.0,4899.2
13,1,0,12,19,3,2012,35,899.8,4584.27,58.93,9.0,22.2,433.09,980.0,4132.36
13,1,0,12,19,3,2012,38,820.74,5037.95,146.52,9.0,18.5,443.31,878.0,4571.63
11,0,0,7,11,2,2013,31,501.8,5067.85,65.6,5.0,18.5,424.39,444.0,5115.59
11,0,0,22,28,5,2012,37,483.1,4446.3,72.89,13.0,18.5,540.47,342.0,4104.83
11,0,2,19,8,5,2013,3,800.85,2909.02,46.51,11.0,27.8,397.51,726.0,2634.11
11,0,4,44,2,11,2012,3,904.1,3123.38,34.73,3.0,18.5,425.43,799.0,2835.45
11,0,4,47,22,11,2013,19,136.0,4933.14,60.2,0.0,20.4,449.25,241.0,4951.22
11,0,6,25,24,6,2012,37,229.1,3710.68,71.14,17.0,16.7,517.46,225.0,3581.54
11,0,5,19,12,5,2012,9,83.71,2758.12,41.11,4.0,9.3,441.63,137.0,2684.77
11,0,5,48,3,12,2011,46,734.7,4030.43,42.55,7.0,14.8,501.83,887.0,3830.36
11,0,1,43,22,10,2013,29,335.9,4516.35,51.44,15.0,24.1,343.73,586.0,4307.55
11,0,4,27,6,7,2012,2,12.52,2988.65,41.18,14.0,7.4,713.35,54.0,2827.15
11,0,2,24,12,6,2013,33,311.3,4513.33,55.72,12.0,13.0,460.19,186.0,4516.02
11,0,5,24,15,6,2013,27,901.04,3887.03,47.37,14.0,31.5,321.77,1014.0,3524.04
11,0,4,33,16,8,2013,32,314.62,4277.81,80.75,19.0,24.1,473.72,375.0,4066.58
11,0,5,43,26,10,2013,9,141.3,2739.55,35.22,10.0,11.1,516.4,221.0,2570.28
11,0,3,25,20,6,2013,17,137.59,4249.94,60.51,14.0,9.3,508.67,279.0,4044.78
5,1,4,13,29,3,2013,33,1010.1,4944.9,73.98,3.0,31.5,452.99,1025.0,4186.42
11,0,2,45,7,11,2012,13,814.2,3462.35,39.28,7.0,13.0,562.93,662.0,3309.61
11,0,6,15,15,4,2012,46,5.5,3457.29,55.07,6.0,7.4,642.42,23.0,3419.65
11,0,0,49,5,12,2011,5,1376.93,3225.85,26.79,2.0,16.7,394.5,964.0,2821.33
11,0,2,51,19,12,2012,42,214.2,5380.71,68.2,9.0,11.1,499.99,151.0,5042.78
11,0,3,4,26,1,2012,1,670.2,3790.75,50.02,5.0,22.2,488.85,543.0,3491.01
11,0,0,30,23,7,2012,43,120.33,3890.43,52.5,16.0,18.5,609.65,167.0,3942.82
11,0,0,20,13,5,2013,14,1229.77,3614.63,46.97,6.0,18.5,331.04,929.0,3222.89
11,0,5,27,6,7,2013,42,143.8,3346.46,43.91,19.0,5.6,614.22,109.0,3348.72
11,0,4,32,9,8,2013,28,289.96,4225.82,119.09,16.0,20.4,447.47,350.0,4055.86
11,0,1,39,25,9,2012,35,1021.7,4720.09,88.94,10.0,27.8,441.85,1095.0,4539.84
11,0,5,11,17,3,2012,13,18.96,3149.14,47.35,3.0,3.7,715.67,39.0,2896.61
11,0,3,17,26,4,2012,21,1269.95,4738.03,49.17,7.0,27.8,477.18,1076.0,4402.4
11,0,3,6,7,2,2013,30,1474.2,5154.0,52.47,8.0,46.3,453.52,1097.0,4880.34
11,0,4,49,9,12,2011,15,746.0,4715.04,45.47,4.0,18.5,529.34,750.0,4523.34
11,0,4,8,24,2,2012,21,280.6,4915.89,51.28,10.0,22.2,545.4,287.0,4598.88
11,0,6,20,19,5,2013,19,9.03,3478.82,48.05,9.0,7.4,417.92,8.0,3527.91
11,0,0,46,11,11,2013,25,429.12,4801.91,84.46,14.0,13.0,401.5,513.0,4645.03
11,0,3,18,3,5,2012,42,102.27,4624.8,73.3,8.0,7.4,547.24,244.0,4309.25
11,0,2,35,28,8,2013,22,7.49,4517.15,65.52,16.0,9.3,467.0,22.0,4458.44
11,0,1,41,9,10,2012,13,140.27,3282.35,40.31,10.0,13.0,632.69,269.0,3332.31
11,0,5,45,9,11,2013,44,129.25,3920.93,47.63,6.0,13.0,450.76,112.0,3880.6
11,0,1,36,4,9,2012,16,221.05,3824.91,49.89,15.0,24.1,541.88,302.0,4002.76
11,0,5,49,8,12,2012,37,419.7,5482.21,74.09,6.0,9.3,482.76,501.0,5053.03
11,0,3,50,12,12,2013,4,1490.21,3185.16,30.66,11.0,33.3,432.43,1204.0,2696.37
11,0,2,43,24,10,2012,46,508.09,3873.97,50.77,12.0,22.2,563.41,550.0,3473.55
11,0,2,24,12,6,2013,25,140.1,4475.96,63.09,13.0,18.5,463.4,102.0,4452.85
11,0,5,42,20,10,2012,36,307.89,4470.98,122.24,12.0,16.7,535.47,339.0,4350.14
11,0,4,47,25,11,2011,37,438.62,5445.42,96.19,8.0,13.0,486.89,579.0,5202.12
11,0,3,28,11,7,2013,7,102.0,2503.87,31.34,15.0,5.6,625.91,59.0,2567.43
11,0,2,3,16,1,2013,13,518.2,3674.6,48.13,6.0,14.8,614.59,402.0,3608.87
11,0,3,9,28,2,2013,7,246.7,3249.52,43.39,2.0,18.5,589.49,161.0,3189.36
11,0,5,4,28,1,2012,22,238.3,4440.09,44.35,6.0,1.9,587.58,120.0,4766.55
11,0,4,7,17,2,2012,46,1250.57,4154.52,48.76,7.0,27.8,420.7,1092.0,3713.3
11,0,6,38,22,9,2013,37,445.6,3886.99,75.05,15.0,18.5,487.46,525.0,3737.08
11,0,2,51,19,12,2012,5,1519.6,3358.73,34.51,9.0,48.2,342.13,1301.0,2868.14
11,0,3,20,16,5,2013,37,105.24,4484.62,55.88,7.0,1.9,307.02,40.0,4505.28
11,0,6,26,1,7,2012,22,205.08,3881.55,89.34,12.0,20.4,529.8,296.0,3564.56
11,0,1,23,5,6,2012,9,384.4,2451.63,39.98,11.0,24.1,488.78,404.0,2280.46
6,1,5,14,7,4,2012,3,401.9,3138.52,42.53,9.0,31.5,478.77,471.0,2799.24
11,0,0,30,23,7,2012,7,561.29,2336.32,48.08,15.0,18.5,434.26,470.0,2232.86
11,0,3,50,15,12,2011,33,290.4,6088.99,144.9,4.0,9.3,555.37,170.0,6120.54
11,0,0,13,26,3,2012,44,323.0,4504.0,54.94,9.0,13.0,537.04,380.0,4128.8
11,0,2,48,27,11,2013,5,230.6,3166.59,44.35,5.0,13.0,473.92,271.0,3024.04
11,0,1,4,22,1,2013,1,66.3,3936.83,50.6,-1.0,9.3,597.86,18.0,3757.13
11,0,6,26,30,6,2013,41,802.7,3374.07,60.66,15.0,20.4,281.99,780.0,3000.29
11,0,1,39,24,9,2013,38,73.3,4624.05,147.66,16.0,7.4,477.99,45.0,4623.93
11,0,3,20,17,5,2012,40,67.74,4218.18,49.42,9.0,13.0,582.96,45.0,4286.06
11,0,6,46,17,11,2013,26,277.3,4314.19,52.84,12.0,14.8,449.48,183.0,4293.31
11,0,2,21,23,5,2012,3,316.1,2931.53,37.31,11.0,14.8,484.02,363.0,2740.53
11,0,3,46,14,11,2013,30,972.94,4713.63,51.96,10.0,22.2,378.09,870.0,4511.48
11,0,6,41,14,10,2012,40,186.69,4502.51,76.82,9.0,14.8,457.32,271.0,4347.28
11,0,6,43,28,10,2012,38,543.63,4597.25,117.61,8.0,18.5,473.34,545.0,4287.12
11,0,0,16,16,4,2012,38,930.3,4617.73,48.34,9.0,22.2,480.12,962.0,4322.29
14,1,3,52,26,12,2013,36,1420.59,4785.31,63.56,8.0,46.3,257.01,1285.0,4085.63
11,0,4,46,18,11,2011,38,960.87,5346.03,79.07,12.0,31.5,477.8,856.0,4944.19
11,0,3,3,17,1,2013,39,1348.4,5803.75,73.13,8.0,40.7,383.54,1474.0,5051.74
3,1,6,13,31,3,2013,20,1296.23,4000.51,65.72,3.0,33.3,377.16,1278.0,3296.58
11,0,4,8,22,2,2013,5,1119.8,3329.5,35.15,2.0,31.5,416.39,1037.0,3038.49
11,0,5,49,10,12,2011,7,386.8,3078.33,42.18,1.0,11.1,565.94,306.0,3169.59
11,0,0,37,10,9,2012,37,193.01,4523.37,57.95,13.0,20.4,468.99,126.0,3886.59
11,0,3,8,21,2,2013,20,1426.9,4859.22,50.18,5.0,37.0,398.86,1333.0,4709.4
11,0,0,35,26,8,2013,24,63.4,4548.14,81.93,17.0,9.3,469.32,22.0,4491.42
11,0,1,25,19,6,2012,1,128.1,3025.48,42.38,9.0,0.0,704.6,78.0,2903.62
11,0,4,52,28,12,2012,46,1444.9,3991.47,47.5,10.0,35.2,266.74,1263.0,3497.07
6,1,5,13,30,3,2013,47,678.89,4037.69,65.11,3.0,20.4,481.98,772.0,3684.18
11,0,1,28,10,7,2012,23,257.6,4538.14,96.3,14.0,20.4,562.07,305.0,4295.72
11,0,2,39,26,9,2012,16,1048.6,4339.41,62.78,11.0,42.6,359.52,1257.0,4001.53
11,0,5,21,25,5,2013,14,46.82,2885.55,49.17,8.0,1.9,567.33,126.0,2851.39
11,0,2,2,11,1,2012,43,1158.14,4940.2,77.51,9.0,20.4,491.78,996.0,4380.87
11,0,4,43,25,10,2013,36,303.8,4862.85,54.59,13.0,14.8,435.96,475.0,4662.79
11,0,4,27,5,7,2013,4,265.89,2812.83,60.41,10.0,5.6,534.06,417.0,2466.57
11,0,3,8,21,2,2013,24,1391.5,4918.87,50.61,5.0,37.0,394.88,1328.0,4768.45
11,0,1,7,14,2,2012,10,680.18,3193.25,42.25,6.0,29.6,492.6,631.0,2871.8
11,0,4,41,12,10,2012,16,225.29,4443.1,52.9,5.0,14.8,435.85,251.0,4401.95
11,0,0,15,8,4,2013,38,1522.6,4697.23,94.51,5.0,42.6,392.05,1321.0,4244.32
11,0,0,15,8,4,2013,8,982.28,2909.0,65.85,5.0,37.0,391.78,1052.0,2650.22
10,1,1,1,31,12,2013,34,1185.98,4570.4,159.65,4.0,16.7,297.57,1175.0,5013.03
11,0,3,31,1,8,2013,17,756.1,4067.44,69.53,17.0,24.1,498.83,404.0,3941.57
11,0,4,40,5,10,2012,43,95.1,4388.25,59.19,8.0,5.6,552.6,75.0,4150.45
11,0,2,44,2,11,2011,37,1385.12,5771.51,128.16,13.0,40.7,440.82,1377.0,5052.31
11,0,0,10,4,3,2013,18,380.3,4820.28,67.13,5.0,22.2,509.66,234.0,4767.78
11,0,0,35,27,8,2012,27,651.1,4423.92,79.42,17.0,20.4,415.5,583.0,4178.57
11,0,2,6,6,2,2013,0,1501.8,3949.36,32.91,5.0,38.9,315.82,1372.0,3471.02
11,0,6,40,6,10,2013,35,588.0,3952.77,59.17,16.0,24.1,389.62,479.0,3807.4
11,0,6,42,21,10,2012,25,628.0,4296.99,67.18,13.0,27.8,479.43,646.0,3978.26
11,0,2,11,13,3,2013,7,372.5,3254.29,41.04,2.0,22.2,572.42,319.0,3153.24
11,0,3,3,19,1,2012,14,744.7,4099.15,41.46,7.0,16.7,502.23,566.0,4018.9
11,0,3,40,4,10,2012,33,628.4,4747.62,77.01,11.0,20.4,513.91,579.0,4546.82
11,0,0,9,27,2,2012,39,601.9,5395.62,112.43,10.0,7.4,483.13,445.0,5111.0
11,0,4,12,23,3,2012,14,506.0,3681.58,47.22,7.0,20.4,616.24,507.0,3686.57
11,0,2,43,24,10,2012,1,186.43,3299.12,38.8,12.0,13.0,640.4,222.0,3151.1
11,0,6,15,15,4,2012,12,184.09,2606.24,52.27,1.0,14.8,623.38,215.0,2639.85
11,0,6,15,14,4,2013,47,1509.4,3334.07,60.27,9.0,38.9,302.68,1098.0,2774.65
11,0,2,47,20,11,2013,41,1308.56,5109.92,53.87,4.0,22.2,384.29,1367.0,4684.09
11,0,3,49,5,12,2013,34,1388.05,5976.42,293.4,10.0,27.8,410.04,1153.0,5573.86
11,0,1,22,29,5,2012,18,140.5,4447.42,59.95,12.0,14.8,596.63,142.0,4352.34
11,0,4,41,11,10,2013,45,334.8,3801.04,66.94,9.0,13.0,373.17,374.0,3649.95
11,0,3,35,30,8,2012,20,450.18,4501.71,52.35,12.0,27.8,417.72,487.0,4227.8
12,1,0,44,29,10,2012,27,288.66,4496.06,63.59,9.0,22.2,520.82,355.0,3988.08
11,0,6,48,4,12,2011,9,848.5,2865.05,26.67,6.0,13.0,409.24,818.0,2627.06
11,0,6,1,6,1,2013,28,708.88,4316.26,63.37,10.0,24.1,394.87,942.0,3995.07
11,0,6,28,15,7,2012,20,291.24,3374.94,60.95,14.0,16.7,495.64,378.0,3302.89
11,0,3,38,19,9,2013,40,713.9,4604.69,94.48,13.0,25.9,416.4,782.0,4392.92
11,0,6,30,29,7,2012,4,238.95,2567.32,45.97,10.0,14.8,552.32,258.0,2351.15
11,0,3,41,11,10,2012,1,341.47,3194.43,38.36,13.0,5.6,463.33,474.0,3042.94
11,0,0,25,17,6,2013,38,48.01,4154.5,62.06,16.0,1.9,450.08,52.0,4155.06
11,0,4,17,26,4,2013,14,566.6,3782.28,70.48,3.0,20.4,577.09,575.0,3530.39
11,0,3,31,2,8,2012,11,593.9,2608.35,38.91,12.0,9.3,604.14,387.0,2364.38
11,0,1,14,3,4,2012,13,499.69,3401.78,56.23,5.0,13.0,516.93,565.0,3006.72
11,0,5,51,21,12,2013,46,1422.22,3855.19,36.0,4.0,16.7,310.45,1318.0,3676.94
11,0,1,47,20,11,2012,24,1293.06,4872.68,53.43,10.0,48.2,369.03,1376.0,4169.1
11,0,4,45,9,11,2012,29,884.8,4755.88,75.7,9.0,14.8,526.1,642.0,4352.06
11,0,3,50,15,12,2011,32,297.5,5631.14,81.47,4.0,3.7,544.81,231.0,5729.47
11,0,2,8,22,2,2012,5,1271.91,3230.01,41.99,10.0,38.9,378.29,1132.0,2794.72
11,0,4,1,6,1,2012,47,892.9,4546.72,45.67,10.0,18.5,424.13,1162.0,3912.98
11,0,2,36,4,9,2013,5,261.7,2648.92,30.57,12.0,9.3,532.4,462.0,2381.82
11,0,5,39,29,9,2012,10,524.7,2661.76,45.53,8.0,16.7,473.75,404.0,2428.16
11,0,0,41,8,10,2012,32,396.2,4711.03,84.12,11.0,18.5,479.16,343.0,4510.1
11,0,5,51,21,12,2013,36,1320.7,5451.0,58.66,4.0,27.8,331.21,1190.0,4961.58
11,0,0,25,18,6,2012,19,109.3,4367.48,72.79,12.0,16.7,553.93,97.0,4286.66
11,0,0,33,12,8,2013,46,173.88,3510.49,61.49,13.0,13.0,500.86,239.0,3300.04
11,0,6,28,15,7,2012,41,238.17,3433.65,60.95,14.0,14.8,639.96,246.0,3283.21
11,0,3,22,31,5,2012,15,258.3,3921.16,68.54,12.0,16.7,567.78,312.0,3704.78
11,0,6,9,3,3,2013,25,227.6,4592.24,95.04,5.0,24.1,524.07,280.0,4366.75
11,0,3,18,3,5,2012,20,57.67,4765.98,79.39,9.0,5.6,573.53,106.0,4713.12
11,0,2,49,5,12,2012,43,95.44,5224.27,61.29,3.0,9.3,527.39,92.0,4898.57
11,0,1,47,20,11,2012,27,1335.59,4795.08,52.64,10.0,37.0,344.79,1433.0,3986.48
11,0,2,22,29,5,2013,8,563.74,2556.07,31.22,9.0,27.8,425.47,613.0,2552.6
11,0,4,33,16,8,2013,24,262.72,4541.88,80.05,18.0,14.8,470.81,256.0,4402.09
11,0,5,28,13,7,2013,45,111.8,3565.01,73.6,19.0,13.0,593.06,39.0,3368.76
11,0,3,37,12,9,2013,0,169.82,3109.29,48.13,15.0,14.8,581.3,210.0,3008.77
7,1,0,23,4,6,2012,44,293.3,3614.76,52.59,9.0,13.0,479.99,363.0,3442.7
11,0,0,5,30,1,2012,42,794.03,5187.73,45.42,8.0,20.4,464.84,940.0,4693.38
11,0,5,46,19,11,2011,6,711.1,2918.05,58.07,11.0,13.0,478.48,587.0,2688.58
11,0,2,23,5,6,2013,34,181.5,4225.9,69.09,15.0,24.1,431.2,238.0,4335.63
11,0,2,50,12,12,2012,16,899.0,5099.86,54.58,6.0,20.4,512.56,783.0,4913.57
11,0,3,11,15,3,2012,40,451.6,5281.56,143.19,10.0,22.2,485.3,488.0,5096.58
11,0,1,51,20,12,2011,6,552.0,3476.31,48.95,7.0,16.7,412.9,605.0,3104.33
11,0,3,46,15,11,2012,21,64.58,4872.27,71.05,8.0,3.7,556.74,98.0,4710.16
11,0,6,52,1,1,2012,27,945.9,4363.99,44.6,8.0,31.5,438.15,1126.0,3842.13
11,0,4,39,28,9,2012,34,776.24,4747.89,67.73,14.0,22.2,452.83,835.0,4155.94
11,0,0,28,8,7,2013,24,83.0,4420.71,112.71,22.0,14.8,513.24,24.0,4470.08
11,0,3,9,28,2,2013,39,284.45,5686.56,106.55,3.0,20.4,435.74,388.0,5437.32
11,0,3,35,30,8,2012,25,338.76,4617.16,81.6,15.0,24.1,420.24,427.0,4355.1
